Image_ID,Category,,Image_ID,Category,<-- 0.71025,,,,,,,,
778,4,,778,4,,,,,,,,,
779,4,,779,4,,,,,,,,,
780,4,,780,7,,,,,,,,,
781,4,,781,4,,,,,,,,,
782,4,,782,4,,,,,,,,,
783,4,,783,4,,,,,,,,,
784,4,,784,7,,,,,,,,,
785,4,,785,4,,,,,,,,,
786,4,,786,4,,,,,,,,,
787,4,,787,4,,,,,,,,,
788,4,,788,8,,,,,,,,,
789,4,,789,4,,,,,,,,,
790,4,,790,4,,,,,,,,,
791,4,,791,2,,,,,,,,,
792,4,,792,4,,,,,,,,,
793,4,,793,4,,,,,,,,,
794,4,,794,4,,,,,,,,,
795,4,,795,4,,,,,,,,,
796,4,,796,4,,,,,,,,,
797,4,,797,4,,,,,,,,,
798,4,,798,4,,,,,,,,,
799,4,,799,4,,,,,,,,,
800,4,,800,4,,,,,,,,,
801,4,,801,4,,,,,,,,,
802,4,,802,4,,,,,,,,,
803,4,,803,3,,,,,,,,,
804,4,,804,4,,,,,,,,,
805,4,,805,4,,,,,,,,,
806,4,,806,4,,,,,,,,,
807,4,,807,4,,,,,,,,,
808,4,,808,1,,,,,,,,,
809,4,,809,4,,,,,,,,,
810,4,,810,4,,,,,,,,,
811,4,,811,7,,,,,,,,,
812,4,,812,5,,,,,,,,,
813,4,,813,4,,,,,,,,,
814,4,,814,7,,,,,,,,,
815,4,,815,4,,,,,,,,,
816,4,,816,1,,,,,,,,,
817,4,,817,6,,,,,,,,,
818,4,,818,4,,,,,,,,,
819,4,,819,4,,,,,,,,,
820,4,,820,3,,,,,,,,,
821,4,,821,8,,,,,,,,,
822,4,,822,4,,,,,,,,,
823,4,,823,4,,,,,,,,,
824,4,,824,4,,,,,,,,,
825,4,,825,4,,,,,,,,,
826,4,,826,6,,,,,,,,,
827,4,,827,4,,,,,,,,,
828,4,,828,4,,,,,,,,,
829,4,,829,4,,,,,,,,,
830,4,,830,4,,,,,,,,,
831,4,,831,6,,,,,,,,,
832,4,,832,4,,,,,,,,,
833,4,,833,4,,,,,,,,,
834,4,,834,4,,,,,,,,,
835,4,,835,4,,,,,,,,,
836,4,,836,4,,,,,,,,,
837,4,,837,4,,,,,,,,,
838,4,,838,4,,,,,,,,,
839,4,,839,2,,,,,,,,,
840,4,,840,1,,,,,,,,,
841,4,,841,4,,,,,,,,,
842,4,,842,4,,,,,,,,,
843,4,,843,7,,,,,,,,,
844,4,,844,4,,,,,,,,,
845,4,,845,4,,,,,,,,,
846,4,,846,4,,,,,,,,,
847,4,,847,1,,,,,,,,,
848,4,,848,6,,,,,,,,,
849,4,,849,4,,,,,,,,,
850,4,,850,4,,,,,,,,,
851,4,,851,4,,,,,,,,,
852,4,,852,7,,,,,,,,,
853,4,,853,1,,,,,,,,,
854,4,,854,4,,,,,,,,,
855,4,,855,5,,,,,,,,,
856,4,,856,4,,,,,,,,,
857,5,,857,5,,,,,,,,,
858,5,,858,2,,,,,,,,,
859,5,,859,1,,,,,,,,,
860,5,,860,5,,,,,,,,,
861,5,,861,6,,,,,,,,,
862,5,,862,5,,,,,,,,,
863,5,,863,6,,,,,,,,,
864,5,,864,5,,,,,,,,,
865,5,,865,5,,,,,,,,,
866,5,,866,5,,,,,,,,,
867,5,,867,5,,,,,,,,,
868,5,,868,5,,,,,,,,,
869,5,,869,3,,,,,,,,,
870,5,,870,5,,,,,,,,,
871,5,,871,6,,,,,,,,,
872,5,,872,5,,,,,,,,,
873,5,,873,5,,,,,,,,,
874,5,,874,5,,,,,,,,,
875,5,,875,5,,,,,,,,,
876,5,,876,5,,,,,,,,,
877,5,,877,8,,,,,,,,,
878,5,,878,5,,,,,,,,,
879,5,,879,6,,,,,,,,,
880,5,,880,2,,,,,,,,,
881,5,,881,5,,,,,,,,,
882,5,,882,5,,,,,,,,,
883,5,,883,5,,,,,,,,,
884,5,,884,5,,,,,,,,,
885,5,,885,5,,,,,,,,,
886,5,,886,5,,,,,,,,,
887,5,,887,5,,,,,,,,,
888,5,,888,3,,,,,,,,,
889,5,,889,5,,,,,,,,,
890,5,,890,2,,,,,,,,,
891,5,,891,6,,,,,,,,,
892,5,,892,5,,,,,,,,,
893,5,,893,5,,,,,,,,,
894,5,,894,5,,,,,,,,,
895,5,,895,5,,,,,,,,,
896,5,,896,6,,,,,,,,,
897,5,,897,2,,,,,,,,,
898,5,,898,5,,,,,,,,,
899,5,,899,6,,,,,,,,,
900,5,,900,6,,,,,,,,,
901,5,,901,5,,,,,,,,,
902,5,,902,5,,,,,,,,,
903,5,,903,1,,,,,,,,,
904,5,,904,2,,,,,,,,,
905,5,,905,6,,,,,,,,,
906,5,,906,6,,,,,,,,,
907,5,,907,3,,,,,,,,,
908,5,,908,6,,,,,,,,,
909,5,,909,5,,,,,,,,,
910,5,,910,3,,,,,,,,,
911,5,,911,5,,,,,,,,,
912,5,,912,5,,,,,,,,,
913,5,,913,5,,,,,,,,,
914,5,,914,6,,,,,,,,,
915,5,,915,5,,,,,,,,,
916,5,,916,5,,,,,,,,,
917,5,,917,6,,,,,,,,,
918,5,,918,3,,,,,,,,,
919,5,,919,5,,,,,,,,,
920,5,,920,1,,,,,,,,,
921,5,,921,5,,,,,,,,,
922,5,,922,4,,,,,,,,,
923,5,,923,5,,,,,,,,,
924,5,,924,2,,,,,,,,,
925,5,,925,3,,,,,,,,,
926,5,,926,2,,,,,,,,,
927,5,,927,3,,,,,,,,,
928,5,,928,5,,,,,,,,,
929,5,,929,5,,,,,,,,,
930,5,,930,5,,,,,,,,,
931,5,,931,5,,,,,,,,,
932,5,,932,5,,,,,,,,,
933,5,,933,5,,,,,,,,,
934,5,,934,6,,,,,,,,,
935,5,,935,5,,,,,,,,,
936,5,,936,6,,,,,,,,,
937,5,,937,6,,,,,,,,,
938,5,,938,1,,,,,,,,,
939,5,,939,6,,,,,,,,,
940,5,,940,5,,,,,,,,,
941,5,,941,6,,,,,,,,,
942,5,,942,6,,,,,,,,,
943,5,,943,5,,,,,,,,,
944,5,,944,1,,,,,,,,,
945,5,,945,2,,,,,,,,,
946,5,,946,5,,,,,,,,,
947,5,,947,5,,,,,,,,,
948,5,,948,5,,,,,,,,,
949,5,,949,5,,,,,,,,,
950,5,,950,6,,,,,,,,,
951,5,,951,5,,,,,,,,,
952,5,,952,6,,,,,,,,,
953,5,,953,2,,,,,,,,,
954,5,,954,5,,,,,,,,,
955,5,,955,5,,,,,,,,,
956,5,,956,5,,,,,,,,,
957,5,,957,5,,,,,,,,,
958,5,,958,5,,,,,,,,,
959,5,,959,6,,,,,,,,,
960,5,,960,5,,,,,,,,,
961,5,,961,6,,,,,,,,,
962,5,,962,2,,,,,,,,,
963,5,,963,5,,,,,,,,,
964,5,,964,2,,,,,,,,,
965,5,,965,1,,,,,,,,,
966,5,,966,6,,,,,,,,,
967,5,,967,5,,,,,,,,,
968,5,,968,2,,,,,,,,,
969,5,,969,6,,,,,,,,,
970,5,,970,2,,,,,,,,,
971,5,,971,6,,,,,,,,,
972,5,,972,3,,,,,,,,,
973,5,,973,5,,,,,,,,,
974,5,,974,3,,,,,,,,,
975,5,,975,5,,,,,,,,,
976,5,,976,5,,,,,,,,,
977,5,,977,5,,,,,,,,,
978,5,,978,6,,,,,,,,,
979,5,,979,5,,,,,,,,,
980,5,,980,5,,,,,,,,,
981,5,,981,6,,,,,,,,,
982,5,,982,5,,,,,,,,,
983,5,,983,5,,,,,,,,,
984,5,,984,5,,,,,,,,,
985,5,,985,1,,,,,,,,,
986,5,,986,2,,,,,,,,,
987,5,,987,5,,,,,,,,,
988,5,,988,6,,,,,,,,,
989,5,,989,3,,,,,,,,,
990,5,,990,5,,,,,,,,,
991,5,,991,7,,,,,,,,,
992,5,,992,1,,,,,,,,,
993,5,,993,5,,,,,,,,,
994,5,,994,5,,,,,,,,,
995,5,,995,5,,,,,,,,,
996,5,,996,2,,,,,,,,,
997,5,,997,3,,,,,,,,,
998,5,,998,7,,,,,,,,,
999,5,,999,5,,,,,,,,,
1000,5,,1000,5,,,,,,,,,
1001,5,,1001,5,,,,,,,,,
1002,5,,1002,6,,,,,,,,,
1003,5,,1003,1,,,,,,,,,
1004,5,,1004,5,,,,,,,,,
1005,5,,1005,5,,,,,,,,,
1006,5,,1006,6,,,,,,,,,
1007,5,,1007,5,,,,,,,,,
1008,5,,1008,5,,,,,,,,,
1009,5,,1009,5,,,,,,,,,
1010,5,,1010,5,,,,,,,,,
1011,5,,1011,2,,,,,,,,,
1012,5,,1012,6,,,,,,,,,
1013,5,,1013,5,,,,,,,,,
1014,5,,1014,2,,,,,,,,,
1015,5,,1015,5,,,,,,,,,
1016,5,,1016,5,,,,,,,,,
1017,5,,1017,6,,,,,,,,,
1018,5,,1018,5,,,,,,,,,
1019,5,,1019,5,,,,,,,,,
1020,5,,1020,5,,,,,,,,,
1021,5,,1021,5,,,,,,,,,
1022,5,,1022,5,,,,,,,,,
1023,5,,1023,2,,,,,,,,,
1024,5,,1024,5,,,,,,,,,
1025,5,,1025,5,,,,,,,,,
1026,5,,1026,5,,,,,,,,,
1027,5,,1027,1,,,,,,,,,
1028,5,,1028,5,,,,,,,,,
1029,5,,1029,5,,,,,,,,,
1030,5,,1030,2,,,,,,,,,
1031,5,,1031,5,,,,,,,,,
1032,5,,1032,5,,,,,,,,,
1033,5,,1033,5,,,,,,,,,
1034,5,,1034,5,,,,,,,,,
1035,5,,1035,6,,,,,,,,,
1036,5,,1036,6,,,,,,,,,
1037,5,,1037,5,,,,,,,,,
1038,5,,1038,2,,,,,,,,,
1039,5,,1039,1,,,,,,,,,
1040,5,,1040,5,,,,,,,,,
1041,5,,1041,5,,,,,,,,,
1042,5,,1042,5,,,,,,,,,
1043,5,,1043,5,,,,,,,,,
1044,5,,1044,5,,,,,,,,,
1045,5,,1045,1,,,,,,,,,
1046,5,,1046,6,,,,,,,,,
1047,5,,1047,3,,,,,,,,,
1048,5,,1048,6,,,,,,,,,
1049,5,,1049,1,,,,,,,,,
1050,5,,1050,5,,,,,,,,,
1051,5,,1051,5,,,,,,,,,
1052,5,,1052,6,,,,,,,,,
1053,5,,1053,7,,,,,,,,,
1054,5,,1054,5,,,,,,,,,
1055,5,,1055,5,,,,,,,,,
1056,5,,1056,7,,,,,,,,,
1057,5,,1057,2,,,,,,,,,
1058,5,,1058,5,,,,,,,,,
1059,5,,1059,5,,,,,,,,,
1060,5,,1060,7,,,,,,,,,
1061,5,,1061,1,,,,,,,,,
1062,5,,1062,2,,,,,,,,,
1063,5,,1063,1,,,,,,,,,
1064,5,,1064,5,,,,,,,,,
1065,5,,1065,3,,,,,,,,,
1066,5,,1066,6,,,,,,,,,
1067,5,,1067,6,,,,,,,,,
1068,5,,1068,5,,,,,,,,,
1069,5,,1069,5,,,,,,,,,
1070,5,,1070,5,,,,,,,,,
1071,5,,1071,5,,,,,,,,,
1072,5,,1072,2,,,,,,,,,
1073,5,,1073,5,,,,,,,,,
1074,5,,1074,5,,,,,,,,,
1075,5,,1075,5,,,,,,,,,
1076,5,,1076,5,,,,,,,,,
1077,5,,1077,5,,,,,,,,,
1078,5,,1078,6,,,,,,,,,
1079,5,,1079,1,,,,,,,,,
1080,5,,1080,5,,,,,,,,,
1081,5,,1081,5,,,,,,,,,
1082,5,,1082,5,,,,,,,,,
1083,5,,1083,4,,,,,,,,,
1084,5,,1084,5,,,,,,,,,
1085,5,,1085,3,,,,,,,,,
1086,5,,1086,5,,,,,,,,,
1087,5,,1087,5,,,,,,,,,
1088,5,,1088,2,,,,,,,,,
1089,5,,1089,2,,,,,,,,,
1090,5,,1090,5,,,,,,,,,
1091,5,,1091,5,,,,,,,,,
1092,5,,1092,5,,,,,,,,,
1093,5,,1093,5,,,,,,,,,
1094,5,,1094,5,,,,,,,,,
1095,5,,1095,5,,,,,,,,,
1096,5,,1096,5,,,,,,,,,
1097,5,,1097,6,,,,,,,,,
1098,5,,1098,2,,,,,,,,,
1099,5,,1099,2,,,,,,,,,
1100,5,,1100,6,,,,,,,,,
1101,5,,1101,5,,,,,,,,,
1102,5,,1102,5,,,,,,,,,
1103,5,,1103,5,,,,,,,,,
1104,5,,1104,6,,,,,,,,,
1105,5,,1105,5,,,,,,,,,
1106,5,,1106,6,,,,,,,,,
1107,5,,1107,2,,,,,,,,,
1108,5,,1108,5,,,,,,,,,
1109,5,,1109,6,,,,,,,,,
1110,5,,1110,6,,,,,,,,,
1111,5,,1111,7,,,,,,,,,
1112,5,,1112,5,,,,,,,,,
1113,5,,1113,5,,,,,,,,,
1114,5,,1114,1,,,,,,,,,
1115,5,,1115,5,,,,,,,,,
1116,5,,1116,5,,,,,,,,,
1117,5,,1117,5,,,,,,,,,
1118,5,,1118,5,,,,,,,,,
1119,5,,1119,5,,,,,,,,,
1120,5,,1120,1,,,,,,,,,
1121,5,,1121,6,,,,,,,,,
1122,5,,1122,5,,,,,,,,,
1123,5,,1123,5,,,,,,,,,
1124,5,,1124,6,,,,,,,,,
1125,5,,1125,6,,,,,,,,,
1126,5,,1126,2,,,,,,,,,
1127,5,,1127,5,,,,,,,,,
1128,5,,1128,5,,,,,,,,,
1129,5,,1129,5,,,,,,,,,
1130,5,,1130,5,,,,,,,,,
1131,6,,1131,6,,,,,,,,,
1132,6,,1132,2,,,,,,,,,
1133,6,,1133,6,,,,,,,,,
1134,6,,1134,1,,,,,,,,,
1135,6,,1135,2,,,,,,,,,
1136,6,,1136,6,,,,,,,,,
1137,6,,1137,6,,,,,,,,,
1138,6,,1138,6,,,,,,,,,
1139,6,,1139,6,,,,,,,,,
1140,6,,1140,6,,,,,,,,,
1141,6,,1141,7,,,,,,,,,
1142,6,,1142,6,,,,,,,,,
1143,6,,1143,2,,,,,,,,,
1144,6,,1144,3,,,,,,,,,
1145,6,,1145,6,,,,,,,,,
1146,6,,1146,6,,,,,,,,,
1147,6,,1147,6,,,,,,,,,
1148,6,,1148,1,,,,,,,,,
1149,6,,1149,6,,,,,,,,,
1150,6,,1150,6,,,,,,,,,
1151,6,,1151,6,,,,,,,,,
1152,6,,1152,1,,,,,,,,,
1153,6,,1153,6,,,,,,,,,
1154,6,,1154,6,,,,,,,,,
1155,6,,1155,1,,,,,,,,,
1156,6,,1156,5,,,,,,,,,
1157,6,,1157,1,,,,,,,,,
1158,6,,1158,2,,,,,,,,,
1159,6,,1159,6,,,,,,,,,
1160,6,,1160,6,,,,,,,,,
1161,6,,1161,6,,,,,,,,,
1162,6,,1162,1,,,,,,,,,
1163,6,,1163,1,,,,,,,,,
1164,6,,1164,1,,,,,,,,,
1165,6,,1165,6,,,,,,,,,
1166,6,,1166,3,,,,,,,,,
1167,6,,1167,6,,,,,,,,,
1168,6,,1168,6,,,,,,,,,
1169,6,,1169,6,,,,,,,,,
1170,6,,1170,6,,,,,,,,,
1171,6,,1171,6,,,,,,,,,
1172,6,,1172,2,,,,,,,,,
1173,6,,1173,6,,,,,,,,,
1174,6,,1174,3,,,,,,,,,
1175,6,,1175,6,,,,,,,,,
1176,6,,1176,6,,,,,,,,,
1177,6,,1177,6,,,,,,,,,
1178,6,,1178,6,,,,,,,,,
1179,6,,1179,5,,,,,,,,,
1180,6,,1180,6,,,,,,,,,
1181,6,,1181,1,,,,,,,,,
1182,6,,1182,3,,,,,,,,,
1183,6,,1183,5,,,,,,,,,
1184,6,,1184,1,,,,,,,,,
1185,6,,1185,6,,,,,,,,,
1186,6,,1186,6,,,,,,,,,
1187,6,,1187,6,,,,,,,,,
1188,6,,1188,3,,,,,,,,,
1189,6,,1189,3,,,,,,,,,
1190,6,,1190,6,,,,,,,,,
1191,6,,1191,6,,,,,,,,,
1192,6,,1192,6,,,,,,,,,
1193,6,,1193,6,,,,,,,,,
1194,6,,1194,1,,,,,,,,,
1195,6,,1195,3,,,,,,,,,
1196,6,,1196,1,,,,,,,,,
1197,6,,1197,1,,,,,,,,,
1198,6,,1198,1,,,,,,,,,
1199,6,,1199,6,,,,,,,,,
1200,6,,1200,6,,,,,,,,,
1201,6,,1201,6,,,,,,,,,
1202,6,,1202,6,,,,,,,,,
1203,6,,1203,6,,,,,,,,,
1204,6,,1204,1,,,,,,,,,
1205,6,,1205,6,,,,,,,,,
1206,6,,1206,5,,,,,,,,,
1207,6,,1207,1,,,,,,,,,
1208,6,,1208,6,,,,,,,,,
1209,6,,1209,3,,,,,,,,,
1210,6,,1210,6,,,,,,,,,
1211,6,,1211,2,,,,,,,,,
1212,6,,1212,6,,,,,,,,,
1213,6,,1213,6,,,,,,,,,
1214,6,,1214,6,,,,,,,,,
1215,6,,1215,1,,,,,,,,,
1216,6,,1216,6,,,,,,,,,
1217,6,,1217,6,,,,,,,,,
1218,6,,1218,1,,,,,,,,,
1219,6,,1219,6,,,,,,,,,
1220,6,,1220,4,,,,,,,,,
1221,6,,1221,3,,,,,,,,,
1222,6,,1222,1,,,,,,,,,
1223,6,,1223,6,,,,,,,,,
1224,6,,1224,1,,,,,,,,,
1225,6,,1225,6,,,,,,,,,
1226,6,,1226,6,,,,,,,,,
1227,6,,1227,2,,,,,,,,,
1228,6,,1228,2,,,,,,,,,
1229,6,,1229,2,,,,,,,,,
1230,6,,1230,6,,,,,,,,,
1231,6,,1231,6,,,,,,,,,
1232,6,,1232,6,,,,,,,,,
1233,6,,1233,2,,,,,,,,,
1234,6,,1234,6,,,,,,,,,
1235,6,,1235,6,,,,,,,,,
1236,6,,1236,3,,,,,,,,,
1237,6,,1237,7,,,,,,,,,
1238,6,,1238,6,,,,,,,,,
1239,6,,1239,6,,,,,,,,,
1240,6,,1240,6,,,,,,,,,
1241,6,,1241,3,,,,,,,,,
1242,6,,1242,6,,,,,,,,,
1243,6,,1243,6,,,,,,,,,
1244,6,,1244,6,,,,,,,,,
1245,6,,1245,6,,,,,,,,,
1246,6,,1246,3,,,,,,,,,
1247,6,,1247,6,,,,,,,,,
1248,6,,1248,6,,,,,,,,,
1249,6,,1249,6,,,,,,,,,
1250,6,,1250,6,,,,,,,,,
1251,6,,1251,6,,,,,,,,,
1252,6,,1252,6,,,,,,,,,
1253,6,,1253,6,,,,,,,,,
1254,6,,1254,1,,,,,,,,,
1255,6,,1255,3,,,,,,,,,
1256,6,,1256,6,,,,,,,,,
1257,6,,1257,6,,,,,,,,,
1258,6,,1258,2,,,,,,,,,
1259,6,,1259,6,,,,,,,,,
1260,6,,1260,1,,,,,,,,,
1261,6,,1261,6,,,,,,,,,
1262,6,,1262,6,,,,,,,,,
1263,6,,1263,6,,,,,,,,,
1264,6,,1264,7,,,,,,,,,
1265,6,,1265,6,,,,,,,,,
1266,6,,1266,6,,,,,,,,,
1267,6,,1267,6,,,,,,,,,
1268,6,,1268,6,,,,,,,,,
1269,6,,1269,6,,,,,,,,,
1270,6,,1270,2,,,,,,,,,
1271,6,,1271,6,,,,,,,,,
1272,6,,1272,3,,,,,,,,,
1273,6,,1273,6,,,,,,,,,
1274,6,,1274,1,,,,,,,,,
1275,6,,1275,6,,,,,,,,,
1276,6,,1276,6,,,,,,,,,
1277,6,,1277,6,,,,,,,,,
1278,6,,1278,6,,,,,,,,,
1279,6,,1279,7,,,,,,,,,
1280,6,,1280,6,,,,,,,,,
1281,6,,1281,6,,,,,,,,,
1282,6,,1282,2,,,,,,,,,
1283,6,,1283,1,,,,,,,,,
1284,6,,1284,6,,,,,,,,,
1285,6,,1285,6,,,,,,,,,
1286,6,,1286,6,,,,,,,,,
1287,6,,1287,6,,,,,,,,,
1288,6,,1288,6,,,,,,,,,
1289,6,,1289,6,,,,,,,,,
1290,6,,1290,6,,,,,,,,,
1291,6,,1291,6,,,,,,,,,
1292,6,,1292,6,,,,,,,,,
1293,6,,1293,1,,,,,,,,,
1294,6,,1294,3,,,,,,,,,
1295,6,,1295,6,,,,,,,,,
1296,6,,1296,6,,,,,,,,,
1297,6,,1297,1,,,,,,,,,
1298,6,,1298,1,,,,,,,,,
1299,6,,1299,6,,,,,,,,,
1300,6,,1300,6,,,,,,,,,
1301,6,,1301,2,,,,,,,,,
1302,6,,1302,5,,,,,,,,,
1303,6,,1303,6,,,,,,,,,
1304,6,,1304,6,,,,,,,,,
1305,6,,1305,1,,,,,,,,,
1306,6,,1306,6,,,,,,,,,
1307,6,,1307,6,,,,,,,,,
1308,6,,1308,6,,,,,,,,,
1309,6,,1309,6,,,,,,,,,
1310,6,,1310,3,,,,,,,,,
1311,6,,1311,6,,,,,,,,,
1312,6,,1312,6,,,,,,,,,
1313,6,,1313,1,,,,,,,,,
1314,6,,1314,6,,,,,,,,,
1315,6,,1315,6,,,,,,,,,
1316,6,,1316,6,,,,,,,,,
1317,6,,1317,6,,,,,,,,,
1318,6,,1318,6,,,,,,,,,
1319,6,,1319,6,,,,,,,,,
1320,6,,1320,6,,,,,,,,,
1321,6,,1321,6,,,,,,,,,
1322,6,,1322,6,,,,,,,,,
1323,6,,1323,3,,,,,,,,,
1324,6,,1324,6,,,,,,,,,
1325,6,,1325,7,,,,,,,,,
1326,6,,1326,5,,,,,,,,,
1327,6,,1327,6,,,,,,,,,
1328,6,,1328,6,,,,,,,,,
1329,6,,1329,1,,,,,,,,,
1330,6,,1330,2,,,,,,,,,
1331,6,,1331,5,,,,,,,,,
1332,6,,1332,1,,,,,,,,,
1333,6,,1333,6,,,,,,,,,
1334,6,,1334,6,,,,,,,,,
1335,6,,1335,6,,,,,,,,,
1336,6,,1336,6,,,,,,,,,
1337,6,,1337,5,,,,,,,,,
1338,6,,1338,6,,,,,,,,,
1339,6,,1339,1,,,,,,,,,
1340,6,,1340,1,,,,,,,,,
1341,6,,1341,6,,,,,,,,,
1342,6,,1342,6,,,,,,,,,
1343,6,,1343,6,,,,,,,,,
1344,6,,1344,6,,,,,,,,,
1345,6,,1345,1,,,,,,,,,
1346,6,,1346,1,,,,,,,,,
1347,6,,1347,1,,,,,,,,,
1348,6,,1348,6,,,,,,,,,
1349,6,,1349,6,,,,,,,,,
1350,6,,1350,6,,,,,,,,,
1351,6,,1351,1,,,,,,,,,
1352,6,,1352,1,,,,,,,,,
1353,6,,1353,1,,,,,,,,,
1354,6,,1354,2,,,,,,,,,
1355,6,,1355,2,,,,,,,,,
1356,6,,1356,6,,,,,,,,,
1357,6,,1357,2,,,,,,,,,
1358,6,,1358,6,,,,,,,,,
1359,6,,1359,2,,,,,,,,,
1360,6,,1360,6,,,,,,,,,
1361,6,,1361,1,,,,,,,,,
1362,6,,1362,1,,,,,,,,,
1363,6,,1363,6,,,,,,,,,
1364,6,,1364,4,,,,,,,,,
1365,6,,1365,6,,,,,,,,,
1366,6,,1366,6,,,,,,,,,
1367,6,,1367,6,,,,,,,,,
1368,6,,1368,3,,,,,,,,,
1369,6,,1369,3,,,,,,,,,
1370,6,,1370,1,,,,,,,,,
1371,6,,1371,6,,,,,,,,,
1372,6,,1372,6,,,,,,,,,
1373,6,,1373,5,,,,,,,,,
1374,6,,1374,6,,,,,,,,,
1375,6,,1375,1,,,,,,,,,
1376,6,,1376,6,,,,,,,,,
1377,6,,1377,6,,,,,,,,,
1378,6,,1378,5,,,,,,,,,
1379,6,,1379,6,,,,,,,,,
1380,6,,1380,1,,,,,,,,,
1381,6,,1381,6,,,,,,,,,
1382,6,,1382,5,,,,,,,,,
1383,6,,1383,6,,,,,,,,,
1384,6,,1384,6,,,,,,,,,
1385,6,,1385,6,,,,,,,,,
1386,6,,1386,6,,,,,,,,,
1387,6,,1387,1,,,,,,,,,
1388,6,,1388,1,,,,,,,,,
1389,6,,1389,6,,,,,,,,,
1390,6,,1390,6,,,,,,,,,
1391,6,,1391,7,,,,,,,,,
1392,6,,1392,6,,,,,,,,,
1393,6,,1393,6,,,,,,,,,
1394,6,,1394,1,,,,,,,,,
1395,6,,1395,1,,,,,,,,,
1396,6,,1396,1,,,,,,,,,
1397,6,,1397,6,,,,,,,,,
1398,6,,1398,6,,,,,,,,,
1399,6,,1399,1,,,,,,,,,
1400,6,,1400,6,,,,,,,,,
1401,6,,1401,6,,,,,,,,,
1402,6,,1402,6,,,,,,,,,
1403,6,,1403,6,,,,,,,,,
1404,6,,1404,6,,,,,,,,,
1405,6,,1405,5,,,,,,,,,
1406,6,,1406,1,,,,,,,,,
1407,6,,1407,6,,,,,,,,,
1408,6,,1408,6,,,,,,,,,
1409,6,,1409,6,,,,,,,,,
1410,6,,1410,1,,,,,,,,,
1411,6,,1411,6,,,,,,,,,
1412,6,,1412,3,,,,,,,,,
1413,6,,1413,6,,,,,,,,,
1414,6,,1414,6,,,,,,,,,
1415,6,,1415,1,,,,,,,,,
1416,6,,1416,6,,,,,,,,,
1417,6,,1417,6,,,,,,,,,
1418,6,,1418,5,,,,,,,,,
1419,6,,1419,1,,,,,,,,,
1420,6,,1420,6,,,,,,,,,
1421,6,,1421,6,,,,,,,,,
1422,6,,1422,6,,,,,,,,,
1423,6,,1423,6,,,,,,,,,
1424,6,,1424,6,,,,,,,,,
1425,6,,1425,6,,,,,,,,,
1426,6,,1426,6,,,,,,,,,
1427,6,,1427,1,,,,,,,,,
1428,6,,1428,6,,,,,,,,,
1429,6,,1429,6,,,,,,,,,
1430,6,,1430,6,,,,,,,,,
1431,6,,1431,6,,,,,,,,,
1432,6,,1432,6,,,,,,,,,
1433,6,,1433,1,,,,,,,,,
1434,6,,1434,6,,,,,,,,,
1435,6,,1435,6,,,,,,,,,
1436,6,,1436,6,,,,,,,,,
1437,6,,1437,1,,,,,,,,,
1438,6,,1438,6,,,,,,,,,
1439,6,,1439,3,,,,,,,,,
1440,6,,1440,5,,,,,,,,,
1441,6,,1441,6,,,,,,,,,
1442,6,,1442,5,,,,,,,,,
1443,7,,1443,7,,,,,,,,,
1444,7,,1444,7,,,,,,,,,
1445,7,,1445,7,,,,,,,,,
1446,7,,1446,7,,,,,,,,,
1447,7,,1447,7,,,,,,,,,
1448,7,,1448,7,,,,,,,,,
1449,7,,1449,7,,,,,,,,,
1450,7,,1450,6,,,,,,,,,
1451,7,,1451,7,,,,,,,,,
1452,7,,1452,7,,,,,,,,,
1453,7,,1453,7,,,,,,,,,
1454,7,,1454,7,,,,,,,,,
1455,7,,1455,7,,,,,,,,,
1456,7,,1456,7,,,,,,,,,
1457,7,,1457,7,,,,,,,,,
1458,7,,1458,7,,,,,,,,,
1459,7,,1459,7,,,,,,,,,
1460,7,,1460,7,,,,,,,,,
1461,7,,1461,7,,,,,,,,,
1462,7,,1462,7,,,,,,,,,
1463,7,,1463,7,,,,,,,,,
1464,7,,1464,7,,,,,,,,,
1465,7,,1465,7,,,,,,,,,
1466,7,,1466,7,,,,,,,,,
1467,7,,1467,7,,,,,,,,,
1468,7,,1468,7,,,,,,,,,
1469,7,,1469,7,,,,,,,,,
1470,7,,1470,7,,,,,,,,,
1471,7,,1471,7,,,,,,,,,
1472,7,,1472,7,,,,,,,,,
1473,7,,1473,7,,,,,,,,,
1474,7,,1474,7,,,,,,,,,
1475,7,,1475,7,,,,,,,,,
1476,7,,1476,7,,,,,,,,,
1477,7,,1477,7,,,,,,,,,
1478,7,,1478,7,,,,,,,,,
1479,7,,1479,6,,,,,,,,,
1480,7,,1480,7,,,,,,,,,
1481,7,,1481,7,,,,,,,,,
1482,7,,1482,7,,,,,,,,,
1483,7,,1483,2,,,,,,,,,
1484,7,,1484,7,,,,,,,,,
1485,7,,1485,7,,,,,,,,,
1486,7,,1486,7,,,,,,,,,
1487,7,,1487,7,,,,,,,,,
1488,7,,1488,7,,,,,,,,,
1489,7,,1489,7,,,,,,,,,
1490,7,,1490,7,,,,,,,,,
1491,7,,1491,7,,,,,,,,,
1492,7,,1492,7,,,,,,,,,
1493,7,,1493,7,,,,,,,,,
1494,7,,1494,7,,,,,,,,,
1495,7,,1495,7,,,,,,,,,
1496,7,,1496,7,,,,,,,,,
1497,7,,1497,3,,,,,,,,,
